tlex.fr:80 msnbot-157-55-39-169.search.msn.com - - [27/Jan/2017:07:07:56 +0100] "GET / HTTP/1.1" 200 2557 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:42:39 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:42:49 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:42:59 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:43:09 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:43:19 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:43:29 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:43:39 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:43:49 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:43:59 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:44:09 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:44:19 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:44:29 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:44:39 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:44:49 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:44:59 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:45:09 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:45:19 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:45:29 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:45:39 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:45:49 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:45:59 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:46:09 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:46:19 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:46:29 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:46:39 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:46:49 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:46:59 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:47:09 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:47:19 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:47:29 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:47:39 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:47:49 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:47:59 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:48:09 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:48:19 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:48:29 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:48:39 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:48:49 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:48:59 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:49:09 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:49:19 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:49:29 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:49:39 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:49:49 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:49:59 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:50:09 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:50:19 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:50:29 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:50:39 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:50:49 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:50:59 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:51:09 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:51:19 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:51:29 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:51:39 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:51:49 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:51:59 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:52:09 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:52:19 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:52:29 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:52:39 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:52:49 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:52:59 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:53:09 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:53:19 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:53:29 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:53:39 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:53:49 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:53:59 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:54:09 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:54:19 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:54:29 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:54:39 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:54:49 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:54:59 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:55:09 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:55:19 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:55:29 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:10:55:39 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
